Sample,infection,BREED,treatment,Trait,tissue,collection_time,Collection_Date,BioProject,Gene,Count,log_CPM
SRX18040064,,ABC_VIMS_Family_2017084,Dose 1x10^6,tolerant,mantle,,6/20/2018,PRJNA894694,1439,0.17237097242414692,-0.76353586831082
SRX18040063,,ABC_VIMS_Family_2017084,Control,tolerant,mantle,,6/20/2018,PRJNA894694,1439,11.813328871847377,1.0723722944773684
SRX18040062,,ABC_VIMS_Family_2017120,Dose 1x10^6,sensitive,mantle,,6/20/2018,PRJNA894694,1439,76.08142244092996,1.8812786237042232
SRX18040061,,ABC_VIMS_Family_2017120,Dose 1x10^8,sensitive,mantle,,6/20/2018,PRJNA894694,1439,54.53012668131423,1.7366365066164349
SRX18040060,,ABC_VIMS_Family_2017090,Dose 1x10^6,sensitive,mantle,,6/20/2018,PRJNA894694,1439,128.99231168867416,2.1105638258753054
SRX18040059,,ABC_VIMS_Family_2017120,Dose 1x10^7,sensitive,mantle,,6/20/2018,PRJNA894694,1439,117.64302408261273,2.070566179771714
SRX18040057,,ABC_VIMS_Family_2017090,Control,sensitive,mantle,,6/20/2018,PRJNA894694,1439,0.04108012440924839,-1.3863682498321046
SRX18040056,,ABC_VIMS_Family_2017089,Dose 1x10^6,tolerant,mantle,,6/20/2018,PRJNA894694,1439,34.59649844054365,1.5390321454718567
SRX18040055,,ABC_VIMS_Family_2017084,Dose 1x10^8,tolerant,mantle,,6/20/2018,PRJNA894694,1439,29.877609325803157,1.4753458442093264
SRX18040058,,ABC_VIMS_Family_2017090,Dose 1x10^8,sensitive,mantle,,6/20/2018,PRJNA894694,1439,186.3153440098615,2.2702486227137735
SRX18040054,,ABC_VIMS_Family_2017120,Dose 1x10^8,sensitive,mantle,,6/20/2018,PRJNA894694,1439,170.77536337209486,2.232425218090156
SRX18040053,,ABC_VIMS_Family_2017120,Control,sensitive,mantle,,6/20/2018,PRJNA894694,1439,98.24232203436856,1.992298618809259
SRX18040052,,ABC_VIMS_Family_2017090,Dose 1x10^8,sensitive,mantle,,6/20/2018,PRJNA894694,1439,220.21282668830278,2.342842611628077
SRX18040051,,ABC_VIMS_Family_2017090,Control,sensitive,mantle,,6/20/2018,PRJNA894694,1439,107.92254251774155,2.0331121682096076
SRX18040049,,ABC_VIMS_Family_2017090,Control,sensitive,mantle,,6/20/2018,PRJNA894694,1439,0.04464841953863845,-1.3501939096264168
SRX18040048,,ABC_VIMS_Family_2017089,Dose 1x10^6,tolerant,mantle,,6/20/2018,PRJNA894694,1439,97.39355859124578,1.988530234488626
SRX18040046,,ABC_VIMS_Family_2017120,Dose 1x10^6,sensitive,mantle,,6/20/2018,PRJNA894694,1439,241.79771440625518,2.3834521913740394
SRX18040045,,ABC_VIMS_Family_2017090,Dose 1x10^7,sensitive,mantle,,6/20/2018,PRJNA894694,1439,294.91755787681075,2.4697006289845653
SRX18040044,,ABC_VIMS_Family_2017090,Dose 1x10^6,sensitive,mantle,,6/20/2018,PRJNA894694,1439,71.73318218366671,1.855720097169643
SRX18040047,,ABC_VIMS_Family_2017089,Dose 1x10^7,tolerant,mantle,,6/20/2018,PRJNA894694,1439,0.19649648732003186,-0.7066452089077019
SRX18040043,,ABC_VIMS_Family_2017089,Dose 1x10^8,tolerant,mantle,,6/20/2018,PRJNA894694,1439,40.23908137929623,1.6046480576230095
SRX18040042,,ABC_VIMS_Family_2017089,Control,tolerant,mantle,,6/20/2018,PRJNA894694,1439,0.2236617087644523,-0.650408361436385
SRX18040041,,ABC_VIMS_Family_2017084,Dose 1x10^7,tolerant,mantle,,6/20/2018,PRJNA894694,1439,0.37522282932821965,-0.4257107461201284
SRX18040040,,ABC_VIMS_Family_2017084,Dose 1x10^6,tolerant,mantle,,6/20/2018,PRJNA894694,1439,0.0,
SRX18040038,,ABC_VIMS_Family_2017120,Dose 1x10^6,sensitive,mantle,,6/20/2018,PRJNA894694,1439,626.9716790794995,2.797247923769657
SRX18040037,,ABC_VIMS_Family_2017090,Dose 1x10^7,sensitive,mantle,,6/20/2018,PRJNA894694,1439,268.2701635459848,2.428572374021615
SRX18040036,,ABC_VIMS_Family_2017084,Dose 1x10^7,tolerant,mantle,,6/20/2018,PRJNA894694,1439,0.1246025081165717,-0.9044732157007325
SRX18040039,,ABC_VIMS_Family_2017120,Dose 1x10^7,sensitive,mantle,,6/20/2018,PRJNA894694,1439,295.7351533805514,2.4709029512146037
SRX18040035,,ABC_VIMS_Family_2017090,Dose 1x10^6,sensitive,mantle,,6/20/2018,PRJNA894694,1439,123.18517272749183,2.090558436804396
SRX18040034,,ABC_VIMS_Family_2017089,Dose 1x10^8,tolerant,mantle,,6/20/2018,PRJNA894694,1439,0.4281170250845544,-0.36843750107656187
SRX18040033,,ABC_VIMS_Family_2017089,Dose 1x10^7,tolerant,mantle,,6/20/2018,PRJNA894694,1439,65.77659154967176,1.8180713652013407
SRX18040032,,ABC_VIMS_Family_2017084,Dose 1x10^6,tolerant,mantle,,6/20/2018,PRJNA894694,1439,64.14156131531821,1.807139527191649
SRX18040030,,ABC_VIMS_Family_2017120,Dose 1x10^7,sensitive,mantle,,6/20/2018,PRJNA894694,1439,182.31852658092168,2.2608308024072854
SRX18040029,,ABC_VIMS_Family_2017120,Dose 1x10^6,sensitive,mantle,,6/20/2018,PRJNA894694,1439,132.9627220592435,2.1237298975592283
SRX18040028,,ABC_VIMS_Family_2017090,Dose 1x10^6,sensitive,mantle,,6/20/2018,PRJNA894694,1439,151.03525228472424,2.179078325345459
SRX18040031,,ABC_VIMS_Family_2017084,Control,tolerant,mantle,,6/20/2018,PRJNA894694,1439,1.7880352212633897,0.25237606940938334
SRX18040027,,ABC_VIMS_Family_2017089,Dose 1x10^8,tolerant,mantle,,6/20/2018,PRJNA894694,1439,1.3551656043033198,0.13199237022184562
SRX18040026,,ABC_VIMS_Family_2017084,Dose 1x10^7,tolerant,mantle,,6/20/2018,PRJNA894694,1439,54.06029198761198,1.732878387057605
SRX18040025,,ABC_VIMS_Family_2017084,Dose 1x10^8,tolerant,mantle,,6/20/2018,PRJNA894694,1439,39.507049822468936,1.5966746000773075
SRX18040050,,ABC_VIMS_Family_2017089,Dose 1x10^7,tolerant,mantle,,6/20/2018,PRJNA894694,1439,0.10798102526112431,-0.9666525532943472
SRX18040006,,ABC_VIMS_Family_2017089,Dose 1x10^7,tolerant,mantle,,6/20/2018,PRJNA894694,1439,0.37835071899112094,-0.42210543639291287
SRX18040024,,ABC_VIMS_Family_2017120,Dose 1x10^8,sensitive,mantle,,6/20/2018,PRJNA894694,1439,38.27581284513066,1.582924422372427
SRX18040023,,ABC_VIMS_Family_2017120,Control,sensitive,mantle,,6/20/2018,PRJNA894694,1439,71.49221858726854,1.8542587745490944
SRX18040022,,ABC_VIMS_Family_2017090,Dose 1x10^8,sensitive,mantle,,6/20/2018,PRJNA894694,1439,198.18024553248247,2.2970603621381125
SRX18040021,,ABC_VIMS_Family_2017090,Dose 1x10^7,sensitive,mantle,,6/20/2018,PRJNA894694,1439,0.13962812176304706,-0.8550271039439503
SRX18040020,,ABC_VIMS_Family_2017089,Dose 1x10^6,tolerant,mantle,,6/20/2018,PRJNA894694,1439,0.5397038164175276,-0.26784451088936706
SRX18040019,,ABC_VIMS_Family_2017089,Control,tolerant,mantle,,6/20/2018,PRJNA894694,1439,60.16133789425674,1.7793174857224208
SRX18040018,,ABC_VIMS_Family_2017084,Dose 1x10^8,tolerant,mantle,,6/20/2018,PRJNA894694,1439,73.3798852180318,1.8655770280902153
SRX18040017,,ABC_VIMS_Family_2017089,Dose 1x10^8,tolerant,mantle,,6/20/2018,PRJNA894694,1439,167.92022401894002,2.2251030049581257
SRX18040016,,ABC_VIMS_Family_2017120,Dose 1x10^8,sensitive,mantle,,6/20/2018,PRJNA894694,1439,35.496563343512555,1.550186308176312
SRX18040015,,ABC_VIMS_Family_2017120,Control,sensitive,mantle,,6/20/2018,PRJNA894694,1439,243.9592473873114,2.387317284892083
SRX18040014,,ABC_VIMS_Family_2017090,Dose 1x10^8,sensitive,mantle,,6/20/2018,PRJNA894694,1439,134.03473227508812,2.127217351207278
SRX18040013,,ABC_VIMS_Family_2017090,Dose 1x10^7,sensitive,mantle,,6/20/2018,PRJNA894694,1439,0.08107931809457976,-1.0910899125321436
SRX18040012,,ABC_VIMS_Family_2017089,Dose 1x10^7,tolerant,mantle,,6/20/2018,PRJNA894694,1439,58.614767324611115,1.7680070453634094
SRX18040011,,ABC_VIMS_Family_2017089,Dose 1x10^6,tolerant,mantle,,6/20/2018,PRJNA894694,1439,136.8121719196064,2.136124737459834
SRX18040010,,ABC_VIMS_Family_2017089,Control,tolerant,mantle,,6/20/2018,PRJNA894694,1439,280.76982489406606,2.4483504311423063
SRX18040009,,ABC_VIMS_Family_2017084,Dose 1x10^8,tolerant,mantle,,6/20/2018,PRJNA894694,1439,0.2254654803918172,-0.6469199408056813
SRX18040008,,ABC_VIMS_Family_2017084,Dose 1x10^7,tolerant,mantle,,6/20/2018,PRJNA894694,1439,46.46076414764053,1.667086348433965
SRX18040007,,ABC_VIMS_Family_2017120,Dose 1x10^7,sensitive,mantle,,6/20/2018,PRJNA894694,1439,268.84589025240354,2.4295034019649133
SRX18040005,,ABC_VIMS_Family_2017084,Dose 1x10^6,tolerant,mantle,,6/20/2018,PRJNA894694,1439,44.62418303794564,1.6495702782998596
SRX18040004,,ABC_VIMS_Family_2017084,Control,tolerant,mantle,,6/20/2018,PRJNA894694,1439,81.1840671196982,1.9094708045988709
SRX7656996,B,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,1439,1307.5794512888217,3.116468086990928
SRX7656995,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,1439,1872.1329286543057,3.272336682079154
SRX7656994,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,1439,0.0,
SRX7656993,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,1439,5051.907110657938,3.703455356590427
SRX7656992,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,1439,1.0038170605483199,0.0016545725365443885
SRX7656991,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,1439,2765.597555485595,3.4417889826611994
SRX7656990,D,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,1439,0.8535806890896641,-0.06875541869683124
SRX7656989,D,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,1439,69.37005279363521,1.841172025016697
SRX7656988,D,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,1439,423.52428858337106,2.6268783216212874
SRX7656987,D,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,1439,436.7823191449771,2.640265049904589
SRX7656986,D,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,1439,150.62281928788056,2.177890772263535
SRX7656985,C,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,1439,17.13033372766367,1.2337658238336355
SRX7656984,C,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,1439,1989.1158659537507,3.298660081504907
SRX7656983,C,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,1439,3012.398909397694,3.478912481698311
SRX7656982,C,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,1439,2152.1921030890326,3.332881033531523
SRX7656981,B,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,1439,5.41992702215377,0.7339934389204362
SRX7656980,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,1439,352.5132507393776,2.547175446475881
SRX7656979,B,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,1439,1898.6822810476635,3.278452297474247
SRX7656978,B,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,1439,2.7003530383974947,0.4314205466052682
SRX7656977,B,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,1439,1.7601217431150595,0.24554270789057875
SRX7656976,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,1439,473.43134571117747,2.675257009019175
SRX7656975,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,1439,670.0413111096939,2.8261015797663367
SRX7656974,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,1439,2.875374590772645,0.4586944306285322
SRX7656973,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,1439,473.7528269003232,2.6755518144348063
SRX7656972,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,1439,0.7073286264522413,-0.15037876513448195
SRX7656971,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,1439,12.590859947256554,1.1000553931415458
SRX7656970,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,1439,1120.6438046253008,3.0494675945149425
SRX7656969,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,1439,51.42974154335681,1.7112143418094043
SRX7656968,D,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,1439,6.033837974545581,0.7805936439719584
SRX7656967,D,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,1439,2713.8292456995455,3.433582518348257
SRX7656966,D,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,1439,11.35189719761251,1.0550684495114533
SRX7656965,C,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,1439,2376.372316383832,3.375914484408331
SRX7656964,C,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,1439,4.943349310821622,0.6940213000020004
SRX7656963,C,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,1439,2734.6651884130397,3.436904162214026
SRX7656962,C,Eastern Oyster,field,sensitive,Gill,,4/24/2018,PRJNA604121,1439,2259.4067392642223,3.3539944198168903
SRX7656961,B,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,1439,2967.3339892640374,3.4723664312278704
SRX7656960,B,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,1439,1.5743739603887226,0.19710789806325046
SRX7656959,B,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,1439,1.4059062357154657,0.14795635719215616
SRX7656958,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,1439,3.2376780736565745,0.5102336641254831
SRX7656957,A,Eastern Oyster,field,tolerant,Gill,,4/24/2018,PRJNA604121,1439,1360.7937886533157,3.1337923182707774
SRX13037871,,,Control,sensitive,gill,0.0,,PRJNA778545,1439,25.46530706817396,1.4059489173945643
SRX13037870,,,Control,sensitive,gill,24.0,,PRJNA778545,1439,120.72998799029051,2.0818151574305004
SRX13037869,,,Control,sensitive,gill,3.0,,PRJNA778545,1439,54.46518187641393,1.7361189582171934
SRX13037868,,,Injection,sensitive,gill,24.0,,PRJNA778545,1439,49.283118499856315,1.6926981809832526
SRX13037867,,,Injection,sensitive,gill,3.0,,PRJNA778545,1439,162.77035793304546,2.21157531850021
SRX13037866,,,Control,tolerant,gill,0.0,,PRJNA778545,1439,0.0,
SRX13037865,,,Control,tolerant,gill,24.0,,PRJNA778545,1439,0.0,
SRX13037864,,,Control,tolerant,gill,3.0,,PRJNA778545,1439,0.0,
SRX13037863,,,Injection,tolerant,gill,24.0,,PRJNA778545,1439,0.0,
SRX13037862,,,Injection,tolerant,gill,3.0,,PRJNA778545,1439,0.0,
SRX9845543,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,6/26/2015,PRJNA691949,1439,24.033748928588086,1.380821519951166
SRX9845542,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,7/1/2015,PRJNA691949,1439,7.713217092432075,0.8872355549744111
SRX9845541,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,7/22/2015,PRJNA691949,1439,16.275146786509477,1.211524914185459
SRX9845540,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,6/26/2015,PRJNA691949,1439,8.24833411747234,0.9163662447143052
SRX9845539,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,7/1/2015,PRJNA691949,1439,9.646445538213118,0.9843673167107774
SRX9845534,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,6/26/2015,PRJNA691949,1439,25.83384660903265,1.4121890765836584
SRX9845523,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,7/22/2015,PRJNA691949,1439,24.225298636234214,1.3842691395006854
SRX9845512,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,7/22/2015,PRJNA691949,1439,6.270104703254572,0.7972747930900516
SRX9845511,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,7/22/2015,PRJNA691949,1439,0.0,
SRX9845510,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,6/26/2015,PRJNA691949,1439,21.033273773060134,1.3229068747272636
SRX9845509,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,7/1/2015,PRJNA691949,1439,32.878560041118774,1.516912788798352
SRX9845508,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,7/22/2015,PRJNA691949,1439,35.15489669595002,1.5459858260817902
SRX9845507,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,7/1/2015,PRJNA691949,1439,5.609457392545501,0.7489208536233023
SRX9845506,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,7/1/2015,PRJNA691949,1439,27.348981596689313,1.436941158999509
SRX9845505,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,7/22/2015,PRJNA691949,1439,22.120044550314027,1.3447859973133145
SRX9845504,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,6/26/2015,PRJNA691949,1439,40.6578931815679,1.6091448705311069
SRX9845503,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,7/22/2015,PRJNA691949,1439,29.369871008700486,1.4679020391229838
SRX9845502,,ABC_VIMS_Family_2014_286,Injected,sensitive,mantle,,7/1/2015,PRJNA691949,1439,15.957043605897304,1.2029524318406877
SRX9845501,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,6/26/2015,PRJNA691949,1439,4.037070661633245,0.606066351017654
SRX9845500,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,7/1/2015,PRJNA691949,1439,8.785137496493437,0.9437485630425927
SRX9845538,,ABC_VIMS_Family_2014_286,Fed,tolerant,mantle,,7/1/2015,PRJNA691949,1439,15.805154242279043,1.1987987384700498
SRX9845537,,ABC_VIMS_Family_2014_286,Fed,tolerant,mantle,,6/26/2015,PRJNA691949,1439,31.692254961884714,1.5009531411361032
SRX9845536,,ABC_VIMS_Family_2014_286,Fed,tolerant,mantle,,6/26/2015,PRJNA691949,1439,15.062719644079214,1.1779033928328753
SRX9845535,,ABC_VIMS_Family_2014_286,Fed,tolerant,mantle,,6/26/2015,PRJNA691949,1439,0.0,
SRX9845533,,ABC_VIMS_Family_2014_286,Fed,tolerant,mantle,,6/24/2015,PRJNA691949,1439,22.96712850317998,1.3611067003243627
SRX9845532,,ABC_VIMS_Family_2014_286,Fed,tolerant,mantle,,6/24/2015,PRJNA691949,1439,10.102489981706317,1.0044284284399199
SRX9845531,,ABC_VIMS_Family_2014_286,Fed,tolerant,mantle,,6/24/2015,PRJNA691949,1439,16.093043521588463,1.206638185779289
SRX9845530,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,7/22/2015,PRJNA691949,1439,0.0,
SRX9845529,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,7/22/2015,PRJNA691949,1439,3.7095729142750984,0.5693239118655872
SRX9845528,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,7/22/2015,PRJNA691949,1439,0.0,
SRX9845527,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,7/1/2015,PRJNA691949,1439,2.954640041321518,0.4705045790954535
SRX9845526,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,7/1/2015,PRJNA691949,1439,44.25394828550569,1.6459520240081544
SRX9845525,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,7/1/2015,PRJNA691949,1439,8.217121396356877,0.9147197031082798
SRX9845524,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,6/26/2015,PRJNA691949,1439,19.983994344373677,1.3006822981213508
SRX9845522,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,6/26/2015,PRJNA691949,1439,0.0,
SRX9845521,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,6/26/2015,PRJNA691949,1439,0.0,
SRX9845520,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,6/24/2015,PRJNA691949,1439,5.292732790799243,0.7236799687294612
SRX9845519,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,6/24/2015,PRJNA691949,1439,17.890600702966406,1.252624922881726
SRX9845518,,ABC_VIMS_Family_2014_286,Control,tolerant,mantle,,6/24/2015,PRJNA691949,1439,90.04865304612737,1.9544772209977588
SRX9845517,,ABC_VIMS_Family_2014_286,Fed,tolerant,mantle,,7/22/2015,PRJNA691949,1439,0.0,
SRX9845516,,ABC_VIMS_Family_2014_286,Fed,tolerant,mantle,,7/22/2015,PRJNA691949,1439,10.14716993644538,1.0063449336417736
SRX9845515,,ABC_VIMS_Family_2014_286,Fed,tolerant,mantle,,7/22/2015,PRJNA691949,1439,0.0,
SRX9845514,,ABC_VIMS_Family_2014_286,Fed,tolerant,mantle,,7/1/2015,PRJNA691949,1439,16.716140880830274,1.2231360226480283
SRX9845513,,ABC_VIMS_Family_2014_286,Fed,tolerant,mantle,,7/1/2015,PRJNA691949,1439,14.981432260099947,1.1755533349204368
SRX18040064,,ABC_VIMS_Family_2017084,Dose 1x10^6,tolerant,mantle,,6/20/2018,PRJNA894694,2399,0.0,
SRX18040063,,ABC_VIMS_Family_2017084,Control,tolerant,mantle,,6/20/2018,PRJNA894694,2399,5.921767468496207,0.7724513498395547
SRX18040062,,ABC_VIMS_Family_2017120,Dose 1x10^6,sensitive,mantle,,6/20/2018,PRJNA894694,2399,42.828112496647435,1.6317289347665487
SRX18040061,,ABC_VIMS_Family_2017120,Dose 1x10^8,sensitive,mantle,,6/20/2018,PRJNA894694,2399,52.18201561062208,1.717520850380614
SRX18040060,,ABC_VIMS_Family_2017090,Dose 1x10^6,sensitive,mantle,,6/20/2018,PRJNA894694,2399,157.33391673502769,2.1968223543021383
SRX18040059,,ABC_VIMS_Family_2017120,Dose 1x10^7,sensitive,mantle,,6/20/2018,PRJNA894694,2399,124.61349768584932,2.095565086087176
SRX18040057,,ABC_VIMS_Family_2017090,Control,sensitive,mantle,,6/20/2018,PRJNA894694,2399,0.3038089797728743,-0.5173993937116369
SRX18040056,,ABC_VIMS_Family_2017089,Dose 1x10^6,tolerant,mantle,,6/20/2018,PRJNA894694,2399,18.6645594804784,1.2710177441977593
SRX18040055,,ABC_VIMS_Family_2017084,Dose 1x10^8,tolerant,mantle,,6/20/2018,PRJNA894694,2399,23.135849035642703,1.3642854417969557
SRX18040058,,ABC_VIMS_Family_2017090,Dose 1x10^8,sensitive,mantle,,6/20/2018,PRJNA894694,2399,217.0983398064964,2.336656502332198
SRX18040054,,ABC_VIMS_Family_2017120,Dose 1x10^8,sensitive,mantle,,6/20/2018,PRJNA894694,2399,117.02372841891197,2.0682739307766203
SRX18040053,,ABC_VIMS_Family_2017120,Control,sensitive,mantle,,6/20/2018,PRJNA894694,2399,54.932628854227296,1.7398303831022928
SRX18040052,,ABC_VIMS_Family_2017090,Dose 1x10^8,sensitive,mantle,,6/20/2018,PRJNA894694,2399,356.29624485625453,2.551811245177843
SRX18040051,,ABC_VIMS_Family_2017090,Control,sensitive,mantle,,6/20/2018,PRJNA894694,2399,176.38555743620296,2.2464630219378323
SRX18040049,,ABC_VIMS_Family_2017090,Control,sensitive,mantle,,6/20/2018,PRJNA894694,2399,0.04464841953863845,-1.3501939096264168
SRX18040048,,ABC_VIMS_Family_2017089,Dose 1x10^6,tolerant,mantle,,6/20/2018,PRJNA894694,2399,57.76594295664412,1.7616718670495668
SRX18040046,,ABC_VIMS_Family_2017120,Dose 1x10^6,sensitive,mantle,,6/20/2018,PRJNA894694,2399,121.76007498422294,2.0855049068807046
SRX18040045,,ABC_VIMS_Family_2017090,Dose 1x10^7,sensitive,mantle,,6/20/2018,PRJNA894694,2399,233.8956693243516,2.3690221807405396
SRX18040044,,ABC_VIMS_Family_2017090,Dose 1x10^6,sensitive,mantle,,6/20/2018,PRJNA894694,2399,112.39117051661405,2.0507321942710126
SRX18040047,,ABC_VIMS_Family_2017089,Dose 1x10^7,tolerant,mantle,,6/20/2018,PRJNA894694,2399,0.2947447309800478,-0.5305539498520206
SRX18040043,,ABC_VIMS_Family_2017089,Dose 1x10^8,tolerant,mantle,,6/20/2018,PRJNA894694,2399,17.686620096010586,1.247644847386943
SRX18040042,,ABC_VIMS_Family_2017089,Control,tolerant,mantle,,6/20/2018,PRJNA894694,2399,0.07455390292148409,-1.1275296161560475
SRX18040041,,ABC_VIMS_Family_2017084,Dose 1x10^7,tolerant,mantle,,6/20/2018,PRJNA894694,2399,0.12514840551456846,-0.9025746792609973
SRX18040040,,ABC_VIMS_Family_2017084,Dose 1x10^6,tolerant,mantle,,6/20/2018,PRJNA894694,2399,0.35558919144835305,-0.4490514483927074
SRX18040038,,ABC_VIMS_Family_2017120,Dose 1x10^6,sensitive,mantle,,6/20/2018,PRJNA894694,2399,294.12890980869986,2.4685377132297486
SRX18040037,,ABC_VIMS_Family_2017090,Dose 1x10^7,sensitive,mantle,,6/20/2018,PRJNA894694,2399,310.57352118493645,2.4921644259789177
SRX18040036,,ABC_VIMS_Family_2017084,Dose 1x10^7,tolerant,mantle,,6/20/2018,PRJNA894694,2399,0.1246025081165717,-0.9044732157007325
SRX18040039,,ABC_VIMS_Family_2017120,Dose 1x10^7,sensitive,mantle,,6/20/2018,PRJNA894694,2399,120.6460480622616,2.081513100526924
SRX18040035,,ABC_VIMS_Family_2017090,Dose 1x10^6,sensitive,mantle,,6/20/2018,PRJNA894694,2399,190.25952565826762,2.2793464096594778
SRX18040034,,ABC_VIMS_Family_2017089,Dose 1x10^8,tolerant,mantle,,6/20/2018,PRJNA894694,2399,0.0535146281355693,-1.2715274880685055
SRX18040033,,ABC_VIMS_Family_2017089,Dose 1x10^7,tolerant,mantle,,6/20/2018,PRJNA894694,2399,30.473452402221746,1.4839216591553355
SRX18040032,,ABC_VIMS_Family_2017084,Dose 1x10^6,tolerant,mantle,,6/20/2018,PRJNA894694,2399,29.29612749131276,1.4668102169307624
SRX18040030,,ABC_VIMS_Family_2017120,Dose 1x10^7,sensitive,mantle,,6/20/2018,PRJNA894694,2399,94.24456816579304,1.9742563288130779
SRX18040029,,ABC_VIMS_Family_2017120,Dose 1x10^6,sensitive,mantle,,6/20/2018,PRJNA894694,2399,73.99326607252335,1.8691921975604846
SRX18040028,,ABC_VIMS_Family_2017090,Dose 1x10^6,sensitive,mantle,,6/20/2018,PRJNA894694,2399,287.116889099744,2.4580587397869618
SRX18040031,,ABC_VIMS_Family_2017084,Control,tolerant,mantle,,6/20/2018,PRJNA894694,2399,1.4595889336012573,0.16423056194519497
SRX18040027,,ABC_VIMS_Family_2017089,Dose 1x10^8,tolerant,mantle,,6/20/2018,PRJNA894694,2399,0.14280669227367337,-0.8452514399728295
SRX18040026,,ABC_VIMS_Family_2017084,Dose 1x10^7,tolerant,mantle,,6/20/2018,PRJNA894694,2399,30.28776642633538,1.4812672474337467
