gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
LOC111105423	254.20091375	-1.921195	0.48818599	1.624474e-06	3.625559e-05
LOC111105428	8.46888817	-0.4743575	0.38608229	0.02294479	0.09308708
LOC111105429	1288.69437367	-0.123344	0.20229996	0.2636861	0.4880869
LOC111105433	200.03202851	0.104811	0.19472596	0.3263287	0.5557037
LOC111105434	374.28626726	0.010734	0.10164495	0.8733314	0.9394922
LOC111105435	31.85660518	-0.4488746	0.33356608	0.01921942	0.08177098
LOC111105437	37.59454323	0.1552692	0.18051877	0.1345301	0.3188433
LOC111105440	99.7008409	-0.08480014	0.11728921	0.2571815	0.4806583
LOC111105444	12.63084514	0.3269537	0.43756232	0.0924881	0.2487196
LOC111105446	113.84253129	0.2698961	0.32761406	0.09933942	0.2610929
LOC111105448	165.85180104	-1.977619	0.78554967	0.0001225821	0.001512257
LOC111105449	38.0924251	-0.01169362	0.19934372	0.9138382	0.9576063
LOC111105450	64.21833569	-0.2087494	0.24180132	0.1109849	0.2807876
LOC111105451	7.40847969	-5.355487	1.28452927	1.389667e-06	3.182403e-05
LOC111105453	7.35820271	0.9879184	0.69110977	0.004608587	0.02797386
LOC111105457	174.26297625	0.03652075	0.21390033	0.7473095	0.8732139
LOC111105459	43.1764465	-0.2507328	0.17567979	0.02424521	0.09701824
LOC111105460	210.39846424	0.4040903	0.12454384	0.0001267675	0.001550229
LOC111105461	12.4365525	-0.2025944	0.49367877	0.2543836	0.4771865
LOC111105462	45.12607363	0.1560151	0.2773344	0.257836	0.4812265
LOC111105464	76.05577024	-0.3144987	0.14425158	0.002893577	0.01939436
LOC111105465	11.7242596	0.321445	0.3625274	0.07309497	0.2118778
LOC111105466	12.18716561	0.02951039	0.19741072	0.7833445	0.8921181
LOC111105467	44.09023182	-0.4977033	0.24199513	0.00352375	0.02267419
LOC111105470	16.20584071	-2.372912	1.38897112	0.0006115932	0.005654712
LOC111105471	13.92001314	-0.2354311	0.61217267	0.213479	0.428187
LOC111105476	10.29308994	0.02694114	0.28481926	0.8403965	0.9226703
LOC111105483	38.22566543	-1.349797	0.42244588	3.889679e-05	0.0005682388
LOC111105485	117.11286646	-0.259692	0.27706734	0.07982417	0.2250598
LOC111105494	51.5148602	-0.4113258	0.69541408	0.07870675	0.2227703
LOC111105497	55.66609963	-0.3413697	0.30840529	0.04289358	0.1451654
LOC111105498	29.13830216	0.0054968	0.19794235	0.9592413	0.9806047
LOC111105499	31.53627684	-0.067346	0.18323106	0.5079006	0.7147471
